neg,neu,pos,preds,Sentiment,Text,processed,wc,uwc,hit
0.04475350084080199,0.6719363406019899,0.28331015855720804,neu,neu,วันพุธ วันพุธ วันพุธ,วัน|พุธ| |วัน|พุธ| |วัน|พุธ,8,3,True
0.2823351263644138,0.6772069890517304,0.04045788458385594,neu,neu,ขอพระองค์ทรงพระเจริญ และขอให้ทรงหายจากพระอาการประชวรโดยเร็ววัน กราบพระบาทขอบพระคุณในน้ำพระทัยที่ทรงเมตตาต่อพสกนิกรที่ทรงเผื่อแผ่แนะนำเรื่องนำ้ปั่นผลไม้เพื่อรักษาโรคมะเร็งและเพื่อสุขภาพที่ดีของคนทั่วไป,ขอ|พระองค์|ทรง|พระ|เจริญ| |และ|ขอให้|ทรง|หาย|จาก|พระ|อา|การประชวร|โดยเร็ว|วัน| |กราบพระ|บาท|ขอบพระคุณ|ใน|น้ำ|พระทัย|ที่|ทรง|เมตตา|ต่อ|พสกนิกร|ที่|ทรง|เผื่อแผ่|แนะนำ|เรื่อง|นำ้|ปั่น|ผลไม้|เพื่อ|รักษา|โรคมะเร็ง|และ|เพื่อ|สุขภาพ|ที่|ดี|ของ|คน|ทั่วไป,47,38,True
0.0816298556401037,0.7055082987862372,0.21286184557365895,neu,neg,"ย้ำ!!เฉพาะ​สาขาที่ร่วมรายการ"" สงสัยลูกค้่าโดยหลอกไปหลาย รายก่อนทานถามก่อนก็ดีน่ะคับ","ย้ำ|!!|เฉพาะ|​|สาขา|ที่|ร่วม|รายการ|""| |สงสัย|ลูก|ค้่า|โดย|หลอก|ไป|หลาย| |ราย|ก่อน|ทาน|ถาม|ก่อน|ก็ดี|น่ะ|คับ",26,24,False
0.038251320962793184,0.886447516367901,0.07530116266930584,neu,neg,เห้ยแกรรรรรร!!!!!!!!!! นังอินนีสฟรี เทอว์จัมทำแบบนี้มะด้ายยยยยยยยย,เห้ย|แก|รร|รร|รร|!!!!!!!!!!| |นัง|อิน|นีส|ฟรี| |เทอว์จัม|ทำ|แบบนี้|มะ|ด้าย|ยยยยยยยย,18,15,False
0.4928369169397216,0.4015377255290563,0.10562535753122214,neg,neg,สาขาโฮมโปรกิ่งแก้ว พนักงานไร้มารยาทมาก พูดจาไม่ดี ชักสีหน้าใส่ กระแทกของเสียงดังลั่นร้าน ไม่ได้ทำกับเราคนเดียว ทำกับลูกค้าทุกคนในร้าน เจอแบบนี้ทุกครั้งไม่เคยแก้ไขเลย,สาขา|โฮมโปร|กิ่ง|แก้ว| |พนักงาน|ไร้|มารยาท|มาก| |พูดจา|ไม่|ดี| |ชักสีหน้า|ใส่| |กระแทก|ของ|เสียง|ดังลั่น|ร้าน| |ไม่|ได้|ทำ|กับ|เรา|คนเดียว| |ทำ|กับ|ลูกค้า|ทุก|คนใน|ร้าน| |เจอ|แบบนี้|ทุกครั้ง|ไม่|เคย|แก้ไข|เลย,44,33,True
0.11352851014311899,0.8070470935056976,0.07942439635118335,neu,neu,มาอีกละ,มา|อีก|ละ,3,3,True
0.3345897266466078,0.5325709370064217,0.13283933634697045,neu,neu,ไอติมอย่างเดียวนะ,ไอติม|อย่าง|เดียว|นะ,4,4,True
0.4178958464002871,0.5155233275216613,0.06658082607805171,neu,neg,บุหรี่นอกเกาหลี เขมรซองละ 25 มาไทยซองละ 5-60 ตามความยาก,บุหรี่|นอก|เกาหลี| |เขมร|ซอง|ละ| |25| |มา|ไทย|ซอง|ละ| |5|-|60| |ตาม|ความ|ยาก,22,16,False
0.11646880849978135,0.7216910093365134,0.16184018216370533,neu,neu,ขอราคา19/8.5 ใส่แคมรี่คับ,ขอ|ราคา|19|/8.5| |ใส่|แคม|รี่|คับ,9,9,True
0.053000175663640056,0.9254039568187309,0.02159586751762896,neu,neu,ตอบค่ะ L'oreal Paris Revitalift ได้รับคูปองส่วนลด 120 บาท เหลือเพียง 479 บาท จากราคาปกติ 599 บาท ในโปรโมชั่น Watsons Beauty in Summer (29 มี.ค. - 25 เม.ย. 61) ค่ะ,ตอบ|ค่ะ| |L|'oreal| |Paris| |Revitalift| |ได้รับ|คูปอง|ส่วนลด| |120| |บาท| |เหลือ|เพียง| |479| |บาท| |จาก|ราคา|ปกติ| |599| |บาท| |ใน|โปรโมชั่น| |Watsons| |Beauty| |in| |Summer| |(29| |มี|.|ค|.| |-| |25| |เม.ย.| |61|)| |ค่ะ,61,34,True
0.38683693207001,0.4377091052602218,0.17545396266976826,neu,pos,#ลาซาด้า เค้าส่งไวจริงๆ,#|ลา|ซา|ด้า| |เค้า|ส่ง|ไว|จริงๆ,9,9,False
0.414722362453629,0.5143519108006097,0.07092572674576128,neu,neu,ทำไม Biore UV Essence ถึงทำให้เริงร่าท้าแดดเล่นน้ำสงกรานต์เพราะเป็นครีมกันแดดให้ประสิทธิภาพการปกป้องสูงครบทั้ง UVA และ UVB และปกป้องยาวนาน ผิวไม่หมองคล้ำและป้องกันริ้วรอยก่อนวัยด้วย SPF50+/PA++++ พร้อมเนื้อเอสเซ้นส์บางเบาสุดๆ จนสามารถทาทับเครื่องสำอางระหว่างวันโดยไม่เป็นคราบ ไม่มันเหนอะหนะ และด้วยนวัตกรรมครีมกันแดดสูตรน้ำ เบาสบายผิว และใช้ได้ทุกวัน #BioreUVEssence #BioreFunInTheSun #SongkranFunFest #กันแดดกันแก่ที่ดีที่สุด #กันแดดอันดับ1จากญี่ปุ่น,ทำไม| |Biore| |UV| |Essence| |ถึง|ทำให้|เริงร่า|ท้า|แดด|เล่น|น้ำ|สงกรานต์|เพราะ|เป็น|ครีมกันแดด|ให้|ประสิทธิภาพ|การปกป้อง|สูง|ครบ|ทั้ง| |UVA| |และ| |UVB| |และ|ปกป้อง|ยาวนาน| |ผิว|ไม่|หมอง|คล้ำ|และ|ป้องกัน|ริ้วรอย|ก่อน|วัย|ด้วย| |SPF|50|+/PA++++| |พร้อม|เนื้อ|เอส|เซ้นส์|บางเบา|สุด|ๆ| |จน|สามารถ|ทา|ทับ|เครื่องสำอาง|ระหว่าง|วัน|โดย|ไม่|เป็น|คราบ| |ไม่|มัน|เหนอะหนะ| |และ|ด้วย|นวัตกรรม|ครีมกันแดด|สูตร|น้ำ| |เบา|สบาย|ผิว| |และ|ใช้ได้|ทุกวัน| |#BioreUVEssence| |#BioreFunInTheSun| |#SongkranFunFest| |#|กันแดด|กัน|แก่|ที่|ดี|ที่สุด| |#|กันแดด|อันดับ|1|จาก|ญี่ปุ่น,110,77,True
0.04770420104196846,0.7571177809913214,0.19517801796671014,neu,neu,อยากลองเหมือนกัน555,อยาก|ลอง|เหมือนกัน|555,4,4,True
0.08046203811133605,0.7677545573549228,0.15178340453374112,neu,neu,ตาก้อง แรกรุ่น เที่ยงนี้,ตา|ก้อง| |แรกรุ่น| |เที่ยง|นี้,7,6,True
0.043487574094329594,0.8420155044693616,0.1144969214363088,neu,neu,ศาลแพ่งสั่งรพ.กรุงเทพคืนสิทธิบัตรรักษาตลอดชีพ #TNN24 #ช่อง16 #ข่าว http://bit.ly/2BknTwQ,ศาลแพ่ง|สั่ง|รพ.|กรุงเทพ|คืน|สิทธิบัตร|รักษา|ตลอดชีพ| |#TNN24| |#|ช่อง|16| |#|ข่าว| |http|://bit.ly/2BknTwQ,20,16,True
0.13244207919423423,0.66156389034447,0.20599403046129566,neu,neg,รีวิวแย่มากเลยตัวนี้ใน sephora us,รีวิว|แย่มาก|เลย|ตัว|นี้|ใน| |sephora| |us,10,9,False
0.5226041946216196,0.391424914512702,0.08597089086567852,neg,neg,หงษ์ทอง ผู้สนับสนุนหลักอย่างเป็นทางการ ดูหน้ามันตอนท้ายๆคลิปครับ เหมือนยืนกัดกราม โมโหก็โมโห ทำไรมันก็ไม่ได้ อาการแบบหงุดหงิด คิดไม่ออก ไปดีกว่า 🤣🤣🤣,หงษ์|ทอง| |ผู้สนับสนุน|หลัก|อย่าง|เป็นทางการ| |ดู|หน้า|มัน|ตอนท้าย|ๆ|คลิป|ครับ| |เหมือน|ยืน|กัด|กราม| |โมโห|ก็|โมโห| |ทำ|ไร|มัน|ก็|ไม่|ได้| |อาการ|แบบ|หงุดหงิด| |คิดไม่ออก| |ไป|ดีกว่า| |🤣🤣🤣,42,31,True
0.7990511437646608,0.16867926399148456,0.03226959224385469,neg,neg,ต่อไปนี้กูจะวางขวดละใช้หลอดดูด แดกสเมอนอฟไปป๋องมือไม้อ่อนไรขนาดนั้นสัสส อยู่ร้านเหล้ามึงก็ทำแก้วหกอีก โอทำสด่าำสอสำสแสไวกว,ต่อไปนี้|กู|จะ|วาง|ขวด|ละ|ใช้|หลอด|ดูด| |แดก|ส|เม|อน|อฟ|ไป|ป๋อง|มือ|ไม้|อ่อน|ไร|ขนาด|นั้น|สัสส| |อยู่|ร้านเหล้า|มึง|ก็|ทำ|แก้ว|หก|อีก| |โอ|ทำ|ส|ด่า|ำสอ|สำ|ส|แส|ไว|กว,44,39,True
0.1028704760857101,0.6375192550498742,0.2596102688644156,neu,pos,รักป๋าครับเยี่ยมครับ,รัก|ป๋า|ครับ|เยี่ยม|ครับ,5,4,False
0.09438382900536083,0.7443996038304781,0.16121656716416122,neu,neu,งั้นขอแสงโสมอีกกลม,งั้น|ขอ|แสงโสม|อีก|กลม,5,5,True
0.0763305638233222,0.771634199311809,0.15203523686486878,neu,neu,สอบถามหน่อยครับ แล้วถ้าเราขอให้ศาลหรือผู้พิพากษาวินิจฉัยเลยได้ไหมครับ ว่าผู้ที่ครอบครองไว้ใช้ ผิดกฎหมายหรือไม่ ผิดข้อไหนบ้าง,สอบถาม|หน่อย|ครับ| |แล้ว|ถ้า|เรา|ขอให้|ศาล|หรือ|ผู้พิพากษา|วินิจฉัย|เลย|ได้|ไหม|ครับ| |ว่า|ผู้|ที่|ครอบครอง|ไว้|ใช้| |ผิดกฎหมาย|หรือไม่| |ผิด|ข้อ|ไหน|บ้าง,31,27,True
0.09376178880062361,0.7115081033432237,0.19473010785615275,neu,neu,เอาจริงการได้เอมาจากการอ่านหนังสือพยายามด้วยตัวเอง กับเอมาเพราะลอกทุจริต อันไหนน่าภูมิใจกว่ากัน ?,เอาจริง|การ|ได้|เอ|มาจาก|การ|อ่านหนังสือ|พยายาม|ด้วยตัวเอง| |กับ|เอ|มา|เพราะ|ลอก|ทุจริต| |อัน|ไหน|น่า|ภูมิใจ|กว่า|กัน| |?,25,21,True
0.03366128666029178,0.658438576875944,0.30790013646376435,neu,neu,เตงงงเลี้ยงหน่อย,เต|งง|ง|เลี้ยง|หน่อย,5,5,True
0.20298957304743734,0.6570339594979402,0.1399764674546225,neu,neu,อีกสัก 2-3 วันเนาะ. 😉,อีก|สัก| |2|-|3| |วัน|เนาะ|.| |😉,12,10,True
0.13377072065636209,0.7555128634302886,0.11071641591334944,neu,pos,ขอบพระคุณค่ะที่ชื่นชอบในผลิตภัณฑ์บิโอเรค่ะ,ขอบพระคุณ|ค่ะ|ที่|ชื่นชอบ|ใน|ผลิตภัณฑ์|บิ|โอ|เร|ค่ะ,10,9,False
0.21907205546784292,0.7720991419481018,0.008828802584055271,neu,neg,"เพื่อนมันบอกว่า ? จุดอ่อนของ เจ้า โตโยต้า จุดหนึ่งคือ เวลาทำความเร็วระดับ 120-140 มักออกแกว่งๆ พวงมาลัยไม่ ""หนึบ"" ? ในความเร็วที่ใครอื่นเขาเข้าโค้งได้...เร้าใจ แต่พี่ โตฯ..จะชวนแหกโค้งอยู่เรื่อย.... ไม่รู้สิ เพื่อนมันว่า ครับผม !","เพื่อน|มัน|บอ|กว่า| |?| |จุดอ่อน|ของ| |เจ้า| |โตโยต้า| |จุด|หนึ่ง|คือ| |เวลา|ทำ|ความเร็ว|ระดับ| |120|-|140| |มัก|ออก|แกว่ง|ๆ| |พวงมาลัย|ไม่| |""|หนึบ|""| |?| |ใน|ความเร็ว|ที่|ใคร|อื่น|เขา|เข้า|โค้ง|ได้|...|เร้าใจ| |แต่|พี่| |โต|ฯ|..|จะ|ชวน|แหกโค้ง|อยู่|เรื่อย|....| |ไม่|รู้|สิ| |เพื่อน|มัน|ว่า| |ครับผม| |!",77,54,False
0.13808596447846527,0.7886631240692172,0.07325091145231745,neu,neu,21 ธันวา. ฟรี concert. กบ X factor ก่อน23.00. เบียร์สดไฮเนเก้น 3 ลิตร. 399฿ สุภาพสตรีเข้าฟรี ⭐️⭐️⭐️⭐️,21| |ธันวา|.| |ฟรี| |concert|.| |กบ| |X| |factor| |ก่อน|23.00|.| |เบียร์สด|ไฮเนเก้น| |3| |ลิ|ตร.| |399|฿| |สุภาพสตรี|เข้า|ฟรี| |⭐️⭐️⭐️⭐️,36,21,True
0.48150174613601426,0.4127068153847458,0.10579143847923995,neg,neg,ผ้าอนามัยนี่จะใหญ่ไปไหน ยาวถึงตูด,ผ้าอนามัย|นี่|จะ|ใหญ่|ไป|ไหน| |ยาว|ถึง|ตูด,10,10,True
0.08550508716838397,0.8409965170098583,0.0734983958217577,neu,neu,เบียร์ ช้าง สามขวด ได้ 1 ใบ,เบียร์| |ช้าง| |สาม|ขวด| |ได้| |1| |ใบ,12,8,True
0.031026838304873107,0.4237386360585057,0.5452345256366211,pos,pos,จัดไป!!!,จัด|ไป|!!!,3,3,True
0.12357134376235662,0.765049290180192,0.11137936605745143,neu,pos,ขอพรุ่งนี้ ที่รักออกเวรพอดี,ขอ|พรุ่งนี้| |ที่รัก|ออก|เวร|พอดี,7,7,False
0.8434661054442935,0.0939484321025288,0.06258546245317768,neg,neu,วีออสแรงม้าน้อยกว่า กระบะทุกคันอีก แต่วิ่งแข่งกัน กระบะไม่ได้กินวีออสหรอก,วีออส|แรงม้า|น้อยกว่า| |กระบะ|ทุก|คัน|อีก| |แต่|วิ่งแข่ง|กัน| |กระบะ|ไม่|ได้|กิน|วีออส|หรอก,19,15,False
0.035565761474615334,0.843299829967063,0.12113440855832179,neu,neu,ซิ่งหน่อย #vigo,ซิ่ง|หน่อย| |#vigo,4,4,True
0.5659412260824915,0.41214520053318726,0.021913573384321126,neg,neu,หมอที่รักษาโรคหัวใจแม่ผมมาสามสิบกว่าปีย้ายจากรพ.เอกชนแถวยมราชมาอยู่ที่สุขุมวิทค่าตรวจรายเดือนค่ายาก็แพงกว่าเยอะแต่หมอให้มาซื้อยาข้างนอก เปลื่ยนลิ้นหัวใจนี่กินยาตลอดชีวิตนะครับ นี่ที่ผมเห็นความเมตตาของหมอครับคิดถึงคนไข้ก่อน,หมอ|ที่|รักษา|โรคหัวใจ|แม่|ผม|มา|สามสิบ|กว่า|ปี|ย้าย|จาก|รพ.|เอกชน|แถว|ยมราช|มา|อยู่|ที่|สุขุมวิท|ค่า|ตรวจ|รายเดือน|ค่า|ยา|ก็|แพง|กว่า|เยอะ|แต่|หมอ|ให้|มา|ซื้อ|ยา|ข้างนอก| |เปลื่ยน|ลิ้นหัวใจ|นี่|กิน|ยา|ตลอดชีวิต|นะ|ครับ| |นี่|ที่|ผม|เห็น|ความเมตตา|ของ|หมอ|ครับ|คิดถึง|คนไข้|ก่อน,57,43,False
0.12310536361295457,0.7150844736496523,0.16181016273739302,neu,neu,ซีวิคไดแมนชั่น,ซีวิค|ได|แมนชั่น,3,3,True
0.31029521757943895,0.6406789610360636,0.04902582138449748,neu,neg,ค่าอีสัด โอนเงินอินนิสฟรีปุ๊บ โปสคอนมาปั๊บ,ค่า|อี|สัด| |โอน|เงิน|อิน|นิ|ส|ฟรี|ปุ๊บ| |โปส|คอน|มา|ปั๊บ,16,15,False
0.021310009891484093,0.5866263843271584,0.39206360578135735,neu,neu,ขาดชาแนล coco ไปได้อย่างไร,ขาด|ชา|แนล| |coco| |ไป|ได้|อย่างไร,9,8,True
0.1583735425264018,0.6095910051180483,0.23203545235554981,neu,neu,",บ่ฮู้คือกัน",",|บ่|ฮู้|คือ|กัน",5,5,True
0.1119090825953378,0.7248955919159855,0.16319532548867668,neu,neu,โพส ใหญ่ โพส โต,โพส| |ใหญ่| |โพส| |โต,7,4,True
0.41837072077054865,0.006194626058022712,0.5754346531714286,pos,pos,망원동티라미수 ติดใจจนต้องไปซ้ำ ครั้งนี้ลองมันทุกเมนูเลย สรุปคือชอบแบบออริจินอลกับสตอเบอร์รี่ที่สุด ส่วนถ้าคนชอบหวานน่าตะชอบโอริโอ้ ส่วนเครื่องดื่ม เราชอบreal chocolate สุด มันไม่หวาน แต่ก้ไม่ได้ขม อร่อยดี #รีวิวเกาหลี #อร่อยไปแดก #คาเฟ่เกาหลี,망원동티라미수| |ติดใจ|จน|ต้อง|ไป|ซ้ำ| |ครั้งนี้|ลอง|มัน|ทุก|เมนู|เลย| |สรุป|คือ|ชอบ|แบ|บอ|อริ|จิ|นอ|ล|กับ|สตอ|เบอร์|รี่|ที่สุด| |ส่วน|ถ้า|คน|ชอบ|หวาน|น่า|ตะ|ชอบ|โอ|ริ|โอ้| |ส่วน|เครื่องดื่ม| |เรา|ชอบ|real| |chocolate| |สุด| |มัน|ไม่|หวาน| |แต่|ก้|ไม่|ได้|ขม| |อร่อย|ดี| |#|รีวิว|เกาหลี| |#|อร่อย|ไป|แดก| |#|คาเฟ่|เกาหลี,78,53,True
0.32888042697398173,0.5128973272707088,0.15822224575530958,neu,neu,เดี๋ยวกูไปโพสต์กลุ่ม vape ต่งประเทศศูนย์รวมทั่วโลกบ้างดีกว่า ว่ารัฐบาลไทย ชั่วจัง,เดี๋ยว|กู|ไป|โพสต์|กลุ่ม| |vape| |ต่ง|ประเทศ|ศูนย์รวม|ทั่วโลก|บ้าง|ดีกว่า| |ว่า|รัฐบาล|ไทย| |ชั่ว|จัง,21,18,True
0.11117367304733135,0.8763925902330856,0.01243373671958308,neu,neu,เอาเลขบันชีไหม?,เอา|เลข|บัน|ชี|ไหม|?,6,6,True
0.8007144767338248,0.11513566739196165,0.08414985587421366,neg,neg,17.16.แพ้แอลกฮอร์ ปีใหม่ปีที่แล้วดื่มฟูลมูนไปขวด แก้มแดงจัดเลย ตัวแดงทั้งตัว ตอนแรกก็ไม่คิดอะไรจนมารู้ทีหลังว่าแพ้แอลกฮอร์ ทุกวันนี้เลยไม่ดื่มเยอะ จิบๆเอา เลยไม่รู้ว่าจริงๆตัวเองคออ่อนมั้ย แต่คงจะอ่อนล่ะ แค่นั้นก็เอ๋อละ..... เป็นสายรูทเบียร์ค่ะ ถถถถ,17.16|.|แพ้|แอ|ลก|ฮอร์| |ปีใหม่|ปี|ที่แล้ว|ดื่ม|ฟู|ล|มูน|ไป|ขวด| |แก้มแดง|จัด|เลย| |ตัว|แดง|ทั้งตัว| |ตอนแรก|ก็|ไม่|คิด|อะไร|จน|มา|รู้|ทีหลัง|ว่า|แพ้|แอ|ลก|ฮอร์| |ทุกวันนี้|เลย|ไม่|ดื่ม|เยอะ| |จิบ|ๆ|เอา| |เลย|ไม่|รู้|ว่า|จริงๆ|ตัวเอง|คออ่อน|มั้ย| |แต่|คงจะ|อ่อน|ล่ะ| |แค่นั้น|ก็|เอ๋อ|ละ|.....| |เป็น|สาย|รูทเบียร์|ค่ะ| |ถถถถ,76,54,True
0.15327115490608367,0.5622783864035511,0.2844504586903652,neu,pos,โอ้ยๆ เจออย่างนี้ต้องทำยังไงอ่ะ #Chang,โอ้ย|ๆ| |เจอ|อย่างนี้|ต้อง|ทำ|ยังไง|อ่ะ| |#Chang,11,10,False
0.06426974595971527,0.8547159630468902,0.08101429099339452,neu,neu,ขอเชิญทุกๆท่านเชิญทดลองขับ All New Suzuki Swiftได้แล้ววันนี้ที่ศูนย์Suzukiวัฒนาสมุทรสาครจะเปิดตัวในวันที่ 10-11/2/60นี้ค่ะ สนใจลงทะเบียนได้แล้ววันนี้ค่ะ🎁🎈🎀📌,ขอ|เชิญ|ทุกๆ|ท่าน|เชิญ|ทดลอง|ขับ| |All| |New| |Suzuki| |Swift|ได้|แล้ว|วันนี้|ที่|ศูนย์|Suzuki|วัฒนา|สมุทรสาคร|จะ|เปิดตัว|ใน|วันที่| |10|-|11|/2/60|นี้|ค่ะ| |สนใจ|ลงทะเบียน|ได้|แล้ว|วันนี้|ค่ะ|🎁🎈🎀📌,42,31,True
0.21912788736412134,0.28552876271551325,0.49534334992036544,pos,pos,ดีแม็กตอนเดียวนี่ทำยังงัยจะให้ขนของสู้ revo กับ navara ได้อ่ะคับ โดยที่ไม่ยุ่งกับเครื่องเลย ขน,ดี|แม็ก|ตอน|เดียว|นี่|ทำ|ยังงัย|จะ|ให้|ขน|ของ|สู้| |revo| |กับ| |navara| |ได้|อ่ะ|คับ| |โดยที่|ไม่|ยุ่ง|กับ|เครื่อง|เลย| |ขน,31,24,True
0.7377435522284532,0.060767054348001726,0.20148939342354508,neg,neg,หัวเสียตั้งแต่เมื่อวานที่ไม่ยอมคุยกัน จนเมื่อคืนดูแฟนพันธุ์แท้แฮรี่กับนางงามจนจบ เย็นนี้ก็เพิ่งกินเอ็มเคไป แต่ยังหั…,หัวเสีย|ตั้งแต่|เมื่อวาน|ที่|ไม่|ยอม|คุย|กัน| |จน|เมื่อคืน|ดู|แฟน|พันธุ์แท้|แฮ|รี่|กับ|นางงาม|จน|จบ| |เย็น|นี้|ก็|เพิ่ง|กิน|เอ็ม|เค|ไป| |แต่|ยัง|หั|…,34,31,True
